CDR_ID,ICCID,TYPE,CONNECT_TIME,CLOSE_TIME,DURATION,DIRECTION,CALLED_PARTY,CALLING_PARTY,COUNTRY_ISO3,COUNTRY_NAME,MCC,MNC,IMSI_ID,IMSI_NO,INVENTORY_ID,COMPANY_NAME,PACKAGE_ID
93e7550e-4e18-462a-b300-c0755351f398,8910300000001878433,DATA,2023-05-26T07:20:12.000Z,2023-05-26T07:21:03.000Z,142,,,,COL,Colombia,732,101,10,525053099287388,48105,CLIENTE E,
87cd61c1-c204-4bef-abdf-ce77210d62c8,8910300000001878399,DATA,2023-05-26T07:20:21.000Z,2023-05-26T07:25:39.000Z,2388,,,,COL,Colombia,732,101,10,525053099287354,48105,CLIENTE E,
5f4415bd-fbf0-4760-a057-3259f65ca8f6,8910300000001878523,DATA,2023-05-25T18:02:37.000Z,2023-05-26T07:26:31.000Z,158455,,,,COL,Colombia,732,123,10,525053099287478,48105,CLIENTE E,
fe112f3b-8b73-4ea7-94c6-a8fe0cc3688e,8910300000004540000,DATA,2023-05-26T07:02:46.000Z,2023-05-26T07:29:20.000Z,8070,,,,COL,Colombia,732,123,26,454006330041755,48105,CLIENTE E,
db0b6973-c77b-485b-99e8-b3a954ee741b,8910300000001878399,DATA,2023-05-26T07:25:46.000Z,2023-05-26T07:30:57.000Z,8745,,,,COL,Colombia,732,101,10,525053099287354,48105,CLIENTE E,
4fef050a-0f6b-4d70-a6d3-e288c3218d3c,8910300000001878961,DATA,2023-05-26T07:01:18.000Z,2023-05-26T07:31:36.000Z,304,,,,COL,Colombia,732,101,10,525053099287916,48105,CLIENTE E,
481f58bb-aa6f-4a31-be78-d44bd56aebec,8910300000004539923,DATA,2023-05-26T02:59:18.000Z,2023-05-26T07:34:57.000Z,10367,,,,COL,Colombia,732,101,26,454006330041678,48105,CLIENTE E,
7413d48a-90b1-47d4-a8c5-132351f64032,8910300000001878433,DATA,2023-05-26T07:21:05.000Z,2023-05-26T07:35:22.000Z,15143,,,,COL,Colombia,732,101,10,525053099287388,48105,CLIENTE E,
2d773927-056f-4063-a692-cc3da179710d,8910300000001878399,DATA,2023-05-26T07:30:57.000Z,2023-05-26T07:36:16.000Z,2388,,,,COL,Colombia,732,101,10,525053099287354,48105,CLIENTE E,
f13637c0-c011-413d-bb1b-29f4415b5fbc,8910300000001878433,DATA,2023-05-26T07:36:15.000Z,2023-05-26T07:36:20.000Z,142,,,,COL,Colombia,732,123,10,525053099287388,48105,CLIENTE E,
2616ee0f-8d07-400a-b05f-db93c3e78c4a,8910300000001878433,DATA,2023-05-26T07:36:39.000Z,2023-05-26T07:36:43.000Z,142,,,,COL,Colombia,732,123,10,525053099287388,48105,CLIENTE E,
aae1af1d-31bb-4c87-ab71-6feb1c4e9aaa,8910300000004539977,DATA,2023-05-25T21:13:57.000Z,2023-05-26T07:38:32.000Z,27727,,,,COL,Colombia,732,101,26,454006330041732,48105,CLIENTE E,
43c089ed-88c5-41d7-b2cd-8d86c0dd5406,8910300000004540000,DATA,2023-05-26T07:29:22.000Z,2023-05-26T07:39:49.000Z,4873,,,,COL,Colombia,732,101,26,454006330041755,48105,CLIENTE E,
