CDR_ID,ICCID,TYPE,CONNECT_TIME,CLOSE_TIME,DURATION,DIRECTION,CALLED_PARTY,CALLING_PARTY,COUNTRY_ISO3,COUNTRY_NAME,MCC,MNC,IMSI_ID,IMSI_NO,INVENTORY_ID,COMPANY_NAME,PACKAGE_ID
efbabcb1-1833-43a6-bb52-dabd0066cf60,8910300000003321075,DATA,2023-05-26T03:56:42.000Z,2023-05-26T03:57:33.000Z,494,,,,COL,Colombia,732,101,10,525053099634820,48042,CLIENTE C,
364439b5-7273-4cc1-b1ba-98fedf48c7ea,8910300000003566912,DATA,2023-05-26T03:52:47.000Z,2023-05-26T03:57:39.000Z,10173,,,,COL,Colombia,732,101,26,454006330019166,48042,CLIENTE C,
b22b76b1-7220-412c-909a-8631767843d1,8910300000003567066,DATA,2023-05-26T03:56:16.000Z,2023-05-26T03:57:46.000Z,6482,,,,COL,Colombia,732,101,26,454006330019320,48042,CLIENTE C,
a9567c44-ef53-497a-8185-87a663631e58,8910300000003566654,DATA,2023-05-25T20:52:59.000Z,2023-05-26T03:57:49.000Z,124177,,,,COL,Colombia,732,101,26,454006330018908,48042,CLIENTE C,
1e08d4f3-e186-4075-bf41-39e14ecb8226,8910300000003567795,DATA,2023-05-26T03:52:53.000Z,2023-05-26T03:57:54.000Z,8001,,,,COL,Colombia,732,101,26,454006330020049,48042,CLIENTE C,
8caf6da4-bc2a-40d0-a6c2-4efd60f1bee1,8910300000003321058,DATA,2023-05-26T03:56:58.000Z,2023-05-26T03:57:54.000Z,654,,,,COL,Colombia,732,123,10,525053099634803,48042,CLIENTE C,
5a7cbb6f-9a15-4d7f-af61-abb77d5b5453,8910300000003566805,DATA,2023-05-26T03:52:59.000Z,2023-05-26T03:57:58.000Z,1980,,,,COL,Colombia,732,101,26,454006330019059,48042,CLIENTE C,
37074412-96c0-4d40-8792-46b519ea4a43,8910300000003566602,DATA,2023-05-25T19:58:54.000Z,2023-05-26T03:58:07.000Z,105537,,,,COL,Colombia,732,101,26,454006330018856,48042,CLIENTE C,
148500b3-9b70-4a84-b0dd-4f2dab3f9495,8910300000001882021,DATA,2023-05-26T03:43:57.000Z,2023-05-26T03:58:15.000Z,8462,,,,COL,Colombia,732,123,10,525053099290976,48042,CLIENTE C,
12c4274d-3520-450e-aede-4af28628a618,8910300000003566442,DATA,2023-05-26T03:53:27.000Z,2023-05-26T03:58:15.000Z,1694,,,,COL,Colombia,732,101,26,454006330018696,48042,CLIENTE C,
89b2a5d4-9d29-4e3e-938c-92c2fbfcfa4e,8910300000003565908,DATA,2023-05-26T03:58:17.000Z,2023-05-26T03:58:22.000Z,706,,,,COL,Colombia,732,101,26,454006330018162,48042,CLIENTE C,
a04fa6e6-bb75-4528-866d-8a19d86f8079,8910300000003565946,DATA,2023-05-26T03:42:29.000Z,2023-05-26T03:58:22.000Z,8118,,,,COL,Colombia,732,101,26,454006330018200,48042,CLIENTE C,
9855336c-8b5f-416a-a6fa-fdd3c95b811b,8910300000003492486,DATA,2023-05-26T03:57:23.000Z,2023-05-26T03:58:27.000Z,458,,,,COL,Colombia,732,123,10,525053099831256,48042,CLIENTE C,
e55a25bc-bacc-4930-9427-5f277f5c27d2,8910300000003565894,DATA,2023-05-26T03:57:24.000Z,2023-05-26T03:58:45.000Z,665,,,,COL,Colombia,732,101,26,454006330018148,48042,CLIENTE C,
6495fe01-a38f-40c1-ab21-7ed90674d1ff,8910300000003321073,DATA,2023-05-26T03:56:07.000Z,2023-05-26T03:58:45.000Z,3680,,,,COL,Colombia,732,123,10,525053099634818,48042,CLIENTE C,
4cff452c-4e27-4cca-956f-5e5ae3572d66,8910300000003566644,DATA,2023-05-26T03:28:28.000Z,2023-05-26T03:58:46.000Z,304,,,,COL,Colombia,732,101,26,454006330018898,48042,CLIENTE C,
a97cf6d6-b309-4c10-bcd3-032ec91f11f7,8910300000003321058,DATA,2023-05-26T03:57:56.000Z,2023-05-26T03:58:51.000Z,632,,,,COL,Colombia,732,123,10,525053099634803,48042,CLIENTE C,
a1ba1bbe-afa5-42ef-b925-532805c5ffb1,8910300000003321075,DATA,2023-05-26T03:57:35.000Z,2023-05-26T03:59:15.000Z,1547,,,,COL,Colombia,732,101,10,525053099634820,48042,CLIENTE C,
